jid,formula,formation_energy_per_atom,optb88vdw_bandgap,mbj_bandgap,ehull,spacegroup_number,natoms,volume,bulk_modulus_kv,shear_modulus_gv
JVASP-105534,CeB2Ir2Rh,-0.68888,0.0,na,0.0,,,,,
JVASP-106568,NaTl2Sn,-0.12352,0.0,0.0,0.0,,,,,
JVASP-107351,CrB2W,-0.39254,0.0,na,0.1336,,,,,
JVASP-14691,CeZn5,-0.25868,0.0,na,0.0,,,,,
JVASP-106699,VPd3,-0.17306,0.0,na,0.0689,,,,,
JVASP-2262,ScCuO2,-2.58465,2.468,2.548,0.0,,,,,
JVASP-2826,NaLiS,-1.35997,3.34,4.781,0.0252,,,,,
JVASP-107076,CaCd3O4,-1.71812,0.124,na,0.0,,,,,
JVASP-104651,PrLuS3,-2.10379,0.742,na,0.1226,,,,,
JVASP-104703,PrUN2,-1.43527,0.0,na,0.0832,,,,,
JVASP-104823,Rb2LiAsF6,-2.75102,4.677,5.563,0.0,,,,,
JVASP-52225,TiSnO4,-2.48547,1.843,2.311,0.044,,,,,
JVASP-106973,PmHoRh2,-0.84379,0.0,0.0,0.0,,,,,
JVASP-104557,BaAlO3,-2.8006,0.0,na,0.1426,,,,,
JVASP-106926,Rb2NaTaI6,-0.97002,0.0,na,0.1076,,,,,
JVASP-105370,U5SiS4,-1.22672,0.0,na,0.0,,,,,
JVASP-106627,Yb2TlGa,-0.56058,0.0,0.0,0.0166,,,,,
JVASP-106800,K3SO4F,-2.19347,5.1,8.641,0.0208,,,,,
JVASP-2703,Na3Sb,-0.49852,0.51,1.395,0.0,,,,,
JVASP-107302,Nb6SnGe,-0.19092,0.0,na,0.0275,,,,,
JVASP-54349,Mn2Ga5,-0.07252,0.0,na,0.0733,,,,,
JVASP-107643,Ca2CoO3,-2.28781,0.0,na,0.2444,,,,,
JVASP-102586,YTmTl2,-0.36225,0.0,0.0,0.0,,,,,
JVASP-2385,NaZnP,-0.45915,0.835,1.756,0.0,,,,,
JVASP-16011,Ba2Hg,-0.33937,0.0,na,0.0042,,,,,
JVASP-107577,Ca2Zn3Ga,-0.45634,0.0,0.0,0.0,,,,,
JVASP-106749,SbTe,0.00253,0.0,0.0,0.1116,,,,,
JVASP-104927,Sr2ZnAs2,-0.93351,0.0,0.0,0.0209,,,,,
JVASP-18677,ErCu5,-0.22262,0.0,na,0.0,,,,,
JVASP-105241,PmTm3,0.00558,0.0,na,0.0057,,,,,
JVASP-102533,MgPaPt2,-0.97763,0.0,na,0.0,,,,,
JVASP-104974,AsPRh4,-0.53001,0.0,na,0.0,,,,,
JVASP-101780,Li2B4O7,-2.57751,6.269,na,0.0257,,,,,
JVASP-106416,Na2AgRuF6,-1.9193,0.0,na,0.1487,,,,,
JVASP-13348,CaAl2Se4,-1.29178,2.972,3.794,0.0,,,,,
JVASP-4516,SiO2,-2.88548,5.739,8.19,0.0158,,,,,
JVASP-16078,V,0.25133,0.0,0.0,0.0,,,,,
JVASP-104598,MgHg2,0.00292,0.0,na,0.0923,,,,,
JVASP-107022,TiVB4,-0.8774,0.0,na,0.0,,,,,
JVASP-101963,CdH16C10O4,-0.37197,3.878,na,0.0827,,,,,
JVASP-4149,Rb2Te5,-0.5848,0.22,0.765,0.0,,,,,
JVASP-19899,ZrCo2,-0.36543,0.0,0.0,0.0,,,,,
JVASP-15587,TlCo2S2,-0.40258,0.0,0.0,0.0633,,,,,
JVASP-5686,CuSe2Br,-0.20258,0.666,0.792,0.0,,,,,
JVASP-107249,Mn2VIn,0.16024,0.0,na,0.3118,,,,,
JVASP-106484,AlBi3,0.21457,0.0,0.0,0.2146,,,,,
JVASP-102845,LiCo3O4,-1.17894,0.0,na,0.1553,,,,,
JVASP-103822,H6C12S2O,0.04544,1.159,na,0.2412,,,,,
JVASP-105454,LiBH4,-0.31518,6.357,8.286,0.0557,,,,,
JVASP-107691,SrSn3,-0.45387,0.0,0.0,0.0119,,,,,
JVASP-107146,Ca2WN2,-0.88658,0.316,na,0.036,,,,,
JVASP-19851,TiCo,-0.41585,0.0,0.0,0.0,,,,,
JVASP-52281,Mg3ZnO4,-2.6218,3.636,5.14,0.0521,,,,,
JVASP-105097,LaTiNO2,-2.93888,0.803,na,0.0343,,,,,
JVASP-12942,SrHgO2,-1.76897,2.467,3.382,0.0002,,,,,
JVASP-107414,Rb2ScAgI6,-1.18315,2.037,2.538,0.0,,,,,
JVASP-2601,Li2PdO2,-1.53432,1.342,1.286,0.0,,,,,
JVASP-105305,Sm2CdNi2,-0.48014,0.0,na,0.0,,,,,
JVASP-50883,TmHO2,-2.84338,4.916,7.149,0.0,,,,,
JVASP-104864,Pd3Rh,0.06692,0.0,na,0.0669,,,,,
JVASP-106860,YAlN2,-1.56399,2.856,3.496,0.2455,,,,,
JVASP-21242,ZnSeO3,-1.14644,3.664,na,0.0214,,,,,
JVASP-15473,TmSi2Cu2,-0.52212,0.0,0.0,0.0,,,,,
JVASP-104759,Ca4Cd3Au,-0.56293,0.0,na,0.0,,,,,
JVASP-104558,BaF3,-3.03954,0.0,na,0.0335,,,,,
JVASP-104705,Pb2SeS,-0.61858,0.791,1.157,0.0094,,,,,
JVASP-102734,KLiZn3O4,-1.70331,1.653,na,0.0,,,,,
JVASP-15420,TbSi2Ag2,-0.35993,0.0,0.0,0.0,,,,,
JVASP-106927,VIn3S4,-0.64507,1.575,na,0.0662,,,,,
JVASP-14911,AgF2,-1.22394,0.0,na,0.0079,,,,,
JVASP-107078,CaCdC2O6,-1.92643,3.572,5.938,0.0,,,,,
JVASP-105243,Pr3Ti,0.23898,0.0,na,0.2487,,,,,
JVASP-102479,CuNi,0.00767,0.0,na,0.0123,,,,,
JVASP-14286,Ti3PO2,-1.96386,0.0,0.0,0.284,,,,,
JVASP-1564,KLaO2,-2.90465,3.793,na,0.0,,,,,
JVASP-14737,ErPt2,-1.13181,0.0,0.0,0.089,,,,,
JVASP-106700,V4HC3,-0.51819,0.0,na,0.0056,,,,,
JVASP-101783,H4C2O,-0.29056,4.82,na,0.2122,,,,,
JVASP-107516,TePdSe,-0.31809,0.0,0.0,0.0,,,,,
JVASP-44063,LiV6O7F5,-2.57589,0.0,na,0.1444,,,,,
JVASP-104163,H9C11SN,0.05346,2.516,na,0.1804,,,,,
JVASP-106801,Hf2Al3Ni,-0.53277,0.0,0.0,0.0157,,,,,
JVASP-107147,CaCl2,-2.51012,4.779,na,0.0197,,,,,
JVASP-106569,PmNd3,0.0153,0.0,na,0.027,,,,,
JVASP-195,CrSe,-0.30108,0.0,na,0.1324,,,,,
JVASP-4008,K4Br2O,-1.61365,1.002,2.894,0.0,,,,,
JVASP-105535,DyMnGa,-0.15931,0.0,na,0.2659,,,,,
JVASP-1672,RbTmS2,-2.03908,2.373,3.658,0.0,,,,,
JVASP-28418,Te2MoWSe2,-0.32166,0.348,0.305,0.1391,,,,,
JVASP-106752,PrPaO4,-3.90767,2.57,na,0.0,,,,,
JVASP-104825,LiMnF4,-2.75448,0.001,0.241,0.0173,,,,,
JVASP-42492,Ti2CdO5,-2.69693,2.558,na,0.0622,,,,,
JVASP-15071,TmSe,-1.72396,0.0,1.427,0.0,,,,,
JVASP-102677,Sr2ZrMoO6,-3.07871,0.0,na,0.0494,,,,,
JVASP-22531,Bi2SO2,-1.11004,0.935,1.732,0.0,,,,,
JVASP-106521,Ga3As,0.07464,0.0,0.0,0.2419,,,,,
JVASP-102792,Cd2InCuSe4,-0.49494,0.044,0.039,0.0182,,,,,
JVASP-102633,CrB2Mo2,-0.41999,0.0,na,0.0,,,,,
JVASP-105140,Co3Os,0.08242,0.0,na,0.0911,,,,,
JVASP-42216,Li2Co2OF6,-2.11091,0.082,0.0,0.1478,,,,,
JVASP-28393,CdS,-0.35854,0.886,2.28,0.3119,,,,,
JVASP-43161,Li2CoO2,-1.51187,0.0,0.0,0.2292,,,,,
JVASP-106417,K2RbTiF6,-3.15408,0.0,na,0.0585,,,,,
JVASP-50835,LiCuS,-0.79973,1.202,2.095,0.0489,,,,,
JVASP-106974,Pr3Ag,-0.01883,0.0,na,0.1327,,,,,
JVASP-22690,Ba2H6Os,-0.57054,1.938,2.471,0.0,,,,,
JVASP-3036,BaNaP,-0.8992,0.864,na,0.0,,,,,
JVASP-104012,H8PbC6SO4,-0.50725,3.172,na,0.1567,,,,,
JVASP-12985,Al2Fe3Si3,-0.438,0.248,na,0.0,,,,,
JVASP-106485,AsPt3,0.06397,0.0,na,0.2448,,,,,
JVASP-107352,CrB2Ru,-0.25193,0.0,na,0.1388,,,,,
JVASP-107192,MgAu5,-0.28514,0.0,na,0.0174,,,,,
JVASP-1450,NdTlS2,-1.5781,1.71,2.206,0.0,,,,,
JVASP-107250,ErHSe,-1.51594,1.66,2.52,0.0,,,,,
JVASP-104975,AlVFe2,-0.13274,0.0,na,0.3313,,,,,
JVASP-51118,SrHf2Mo,0.79406,0.0,0.0,0.855,,,,,
JVASP-18806,Sc6Te2Rh,-0.81925,0.0,0.0,0.0,,,,,
JVASP-104599,MnZnNi2,-0.14065,0.0,na,0.0171,,,,,
JVASP-42894,Ti2AlTc,-0.44969,0.0,0.0,0.0058,,,,,
JVASP-21243,NaTaO3,-2.86603,2.477,3.762,0.0,,,,,
JVASP-104559,Ba2ZnIn,-0.40465,0.0,0.0,0.0,,,,,
JVASP-104865,PmBeO3,-2.77532,0.0,na,0.2601,,,,,
JVASP-101925,ZnH16C10O4,-0.39232,4.606,na,0.0853,,,,,
JVASP-104124,H6C11S2O,0.02372,1.496,na,0.2291,,,,,
JVASP-102587,YTmAg2,-0.39093,0.0,0.0,0.0,,,,,
JVASP-107578,MgInSe3,-0.6979,0.0,na,0.1184,,,,,
JVASP-105102,TbOF,-3.87036,3.108,6.051,0.2576,,,,,
JVASP-104652,ThBRh3,-0.91069,0.0,0.0,0.0,,,,,
JVASP-2829,NaPrO2,-2.82575,3.624,5.264,0.0,,,,,
JVASP-102846,TlCoO3,-0.95012,0.0,na,0.0072,,,,,
JVASP-105246,Tb3Sr,0.17219,0.0,na,0.1722,,,,,
JVASP-102793,CaMnSe2,-1.20984,0.289,na,0.0514,,,,,
JVASP-1251,YbSe,-2.21187,2.052,3.496,0.0,,,,,
JVASP-15689,TmNi2B2C,-0.5636,0.0,na,0.0,,,,,
JVASP-106861,ZrCdN2,-0.71715,0.0,0.321,0.3047,,,,,
JVASP-101784,H2CO,-0.46616,6.904,na,0.2814,,,,,
JVASP-103950,HfH6C5O4,-0.78656,2.287,na,0.3351,,,,,
JVASP-106701,V4C3,-0.46246,0.0,na,0.1123,,,,,
JVASP-50209,ZnReO4,-1.57674,0.0,na,0.1083,,,,,
JVASP-19900,ZrP,-1.40818,0.0,na,0.0426,,,,,
JVASP-102480,Er2AgPt,-0.88083,0.0,0.0,0.0089,,,,,
JVASP-15376,YbAl4Mo2,-0.30134,0.0,na,0.0306,,,,,
JVASP-107148,SrCu2GeS4,-0.8649,0.71,1.132,0.0182,,,,,
JVASP-107695,Sm2TlIn,-0.45715,0.0,0.0,0.0,,,,,
JVASP-16916,MoO3,-1.1236,0.0,na,0.9841,,,,,
JVASP-105310,TiMnP,-0.98939,0.0,na,0.0,,,,,
JVASP-106928,Ca2CuS2O2,-1.8185,0.0,na,0.2012,,,,,
JVASP-1489,NdCuO2,-2.43561,2.475,2.713,0.0168,,,,,
JVASP-15808,SrCd2Sb2,-0.5359,0.0,0.534,0.0,,,,,
JVASP-5296,CaH2,-0.62355,1.055,2.48,0.0622,,,,,
JVASP-103888,TiH16C9O4,-0.42212,2.406,na,0.2095,,,,,
JVASP-18853,ErInNi,-0.5456,0.0,na,0.0,,,,,
JVASP-18948,SnPd3,-0.47671,0.0,0.0,0.0076,,,,,
JVASP-18981,As2O5,-1.10433,1.731,3.092,0.0,,,,,
JVASP-107079,Ba2ZrSnO6,-3.02198,3.858,na,0.0,,,,,
JVASP-18642,LiCaSn,-0.63664,0.0,na,0.029,,,,,
JVASP-107415,Rb2NbAgF6,-2.52939,0.0,na,0.2746,,,,,
JVASP-51236,BaScIr,0.80283,0.0,0.0,1.5611,,,,,
JVASP-107251,LiTaSe2,-0.92901,0.0,0.0,0.0664,,,,,
JVASP-15588,U2TeN2,-1.47952,0.0,0.0,0.0,,,,,
JVASP-107644,AgBiPd2,-0.19212,0.0,0.0,0.0077,,,,,
JVASP-104706,OsRu,-0.02033,0.0,na,0.0,,,,,
JVASP-102588,YbCe2In,-0.119,0.0,na,0.1704,,,,,
JVASP-104760,BaNdFe2O6,-2.35808,0.0,na,0.0,,,,,
JVASP-105536,Ce2CoRu3,-0.33409,0.0,na,0.0,,,,,
JVASP-102679,SrCeVO4,-3.09729,0.0,na,0.0415,,,,,
JVASP-15072,NdP,-1.63493,0.0,0.0,0.0,,,,,
JVASP-18807,CeSiRh2,-0.9687,0.0,na,0.0,,,,,
JVASP-106975,Pr5Mg,-0.00575,0.0,na,0.0402,,,,,
JVASP-106754,PrNdSb,-0.88701,0.0,na,0.0,,,,,
JVASP-16111,SmAsPd,-1.18034,0.0,0.0,0.0,,,,,
JVASP-105455,Li2TlHg,-0.30224,0.0,na,0.0,,,,,
JVASP-21244,Hg3B2O6,-1.29969,2.605,3.423,0.0,,,,,
JVASP-103823,H6C11SO2,-0.07352,2.086,na,0.2541,,,,,
JVASP-106570,Nd2ZnRu,-0.28838,0.0,0.0,0.0164,,,,,
JVASP-16138,PrNiC2,-0.31599,0.0,0.0,0.0,,,,,
JVASP-107252,TiI2,-0.70049,0.0,na,0.0271,,,,,
JVASP-15293,ErSi2Os2,-0.68384,0.0,0.0,0.0,,,,,
JVASP-15247,HoInAu,-0.76455,0.0,na,0.0,,,,,
JVASP-15725,RbTeAu,-0.71001,0.0,0.0,0.0,,,,,
JVASP-106486,AlCuRh2,-0.53214,0.0,0.0,0.0047,,,,,
JVASP-104164,H5C6SNO,-0.08631,1.892,na,0.2161,,,,,
JVASP-56747,BaMn2Sb2,-0.26412,0.0,0.0,0.2075,,,,,
JVASP-107519,Tb3Mn3Ga2Ge,-0.33258,0.0,na,0.1475,,,,,
JVASP-11985,MgRe3,0.2287,0.0,na,0.2287,,,,,
JVASP-104976,AgPd,-0.07502,0.0,0.0,0.0,,,,,
JVASP-50061,Sm2Se2O,-2.59424,1.713,na,0.0167,,,,,
JVASP-104826,CuAg2O2,-0.34296,0.0,na,0.0568,,,,,
JVASP-105371,TiB4Mo,-0.66501,0.0,0.0,0.0627,,,,,
JVASP-107464,MgNi2,-0.28025,0.0,0.0,0.0,,,,,
JVASP-102847,CrGaO4,-1.87886,0.227,na,0.0515,,,,,
JVASP-105141,CrCo2Ge,0.06971,0.0,na,0.1752,,,,,
JVASP-106418,Na2CuAsF6,-2.10736,0.748,na,0.1969,,,,,
JVASP-102534,Mn3Co,-0.04689,0.0,na,0.0,,,,,
JVASP-2050,YHSe,-1.55306,1.744,2.277,0.0,,,,,
JVASP-14913,MgPd3,-0.49697,0.0,na,0.0122,,,,,
JVASP-59587,YMnO3,-2.85026,0.0,na,0.0375,,,,,
JVASP-15333,TmNi2Ge2,-0.65973,0.0,0.0,0.0,,,,,
JVASP-104707,Ni3S2,-0.25645,0.0,na,0.1555,,,,,
JVASP-15377,ThSi2Rh2,-1.02787,0.0,na,0.0,,,,,
JVASP-15630,YAgSn,-0.63344,0.0,0.0,0.0,,,,,
JVASP-101785,HC,0.07248,1.915,na,0.2056,,,,,
JVASP-104868,PmSmIr2,-0.76097,0.0,0.0,0.0,,,,,
JVASP-107645,Ba3La,0.10608,0.0,na,0.1061,,,,,
JVASP-102634,K2TaNbO6,-2.80636,1.747,2.593,0.0,,,,,
JVASP-107416,Rb2AlAgBr6,-1.30782,1.14,na,0.0397,,,,,
JVASP-102481,Dy2ZnAg,-0.37089,0.0,0.0,0.0027,,,,,
JVASP-106702,V2Cr2Fe,-0.04542,0.0,na,0.1036,,,,,
JVASP-29311,UH2O4,-2.25082,2.632,2.54,0.0188,,,,,
JVASP-107353,CeYRh4,-0.76631,0.0,na,0.0,,,,,
JVASP-102795,Yb3CaIn2Ge4,-0.65264,0.0,na,0.0,,,,,
JVASP-106976,YbRb3,0.11518,0.0,na,0.1379,,,,,
JVASP-102680,SrCa3Br2N2,-1.60635,2.243,na,0.0004,,,,,
JVASP-104653,Sm2MgCu2,-0.27072,0.0,na,0.0,,,,,
JVASP-49111,Sc2V2O7,-3.11092,0.233,na,0.0193,,,,,
JVASP-107303,NbSiGe,-0.34302,0.0,na,0.008,,,,,
JVASP-1675,RbLuS2,-2.03156,2.387,na,0.0,,,,,
JVASP-104978,BaPdS2,-1.20202,0.0,na,0.1407,,,,,
JVASP-106573,NdTmZn2,-0.36797,0.0,na,0.0039,,,,,
JVASP-107023,TiNi2Sn,-0.34721,0.0,0.0,0.137,,,,,
JVASP-44359,TaVO4,-2.82117,0.0,na,0.0,,,,,
JVASP-15474,PrSi2Ru2,-0.81453,0.0,na,0.0,,,,,
JVASP-18571,ZrAl5Ni2,-0.60234,0.0,na,0.0032,,,,,
JVASP-104600,Na3Cd,-0.09555,0.0,0.0,0.0,,,,,
JVASP-1567,KErO2,-3.06388,4.114,5.992,0.0,,,,,
JVASP-106419,Na3ErCl6,-1.9638,3.843,na,0.1457,,,,,
JVASP-105142,CeSmTl2,-0.33714,0.0,na,0.0,,,,,
JVASP-42495,Na2FeO2,-1.4061,0.088,na,0.0729,,,,,
JVASP-15096,UAl3Ni2,-0.42979,0.0,0.0,0.1102,,,,,
JVASP-18678,Hf2Cu,-0.17871,0.0,0.0,0.0,,,,,
JVASP-22572,SiO2,-2.86857,5.74,8.658,0.0327,,,,,
JVASP-18943,CeHg,-0.15218,0.0,na,0.0255,,,,,
JVASP-14293,NaYSiO4,-3.16384,4.511,na,0.0,,,,,
JVASP-2607,Na2CuP,-0.44336,0.786,1.301,0.0,,,,,
JVASP-15631,CeSi2Pt2,-0.93773,0.0,0.0,0.0948,,,,,
JVASP-105458,LaZnAgAs2,-0.72082,0.181,na,0.0,,,,,
JVASP-107520,Ta2VC2,-0.56861,0.0,na,0.047,,,,,
JVASP-21245,NaNbO3,-2.61248,1.768,2.391,0.0149,,,,,
JVASP-107080,Al4SiPd,-0.33601,0.0,na,0.0,,,,,
JVASP-104125,H8C13S3,0.10858,1.46,na,0.2001,,,,,
JVASP-21560,CuAsS,-0.20872,0.0,na,0.0,,,,,
JVASP-106862,Mn2CoN2,-0.14408,0.0,na,0.2101,,,,,
JVASP-49166,SnB4O7,-2.38666,3.754,4.992,0.0,,,,,
JVASP-105311,CaBPd3,-0.58055,0.0,0.0,0.0,,,,,
JVASP-107579,FeCo2N2,0.15201,0.0,na,0.2851,,,,,
JVASP-107254,LaClO2,-2.43748,3.562,na,0.132,,,,,
JVASP-104928,Sr2PtAu,-0.95651,0.0,0.0,0.0,,,,,
JVASP-104708,NdMnFeGe2,-0.48132,0.0,na,0.0,,,,,
JVASP-51273,BaBe2Te,0.45583,0.0,na,1.4096,,,,,
JVASP-107646,YbBa3,0.00044,0.0,na,0.0004,,,,,
JVASP-107417,Rb2CeAgBr6,-1.58023,0.0,na,0.0302,,,,,
JVASP-106802,HoAlNi4,-0.58453,0.0,0.0,0.0,,,,,
JVASP-102681,Sr2LiN,-0.45572,0.0,na,0.0962,,,,,
JVASP-103825,H4C9SO2,-0.03414,0.623,na,0.3421,,,,,
JVASP-102848,LiFeF4,-2.56273,0.428,na,0.012,,,,,
JVASP-106929,Cu3NF3,-0.77779,0.0,na,0.2769,,,,,
JVASP-107696,Ta3Ir,-0.3527,0.0,0.0,0.0,,,,,
JVASP-106978,Sr3Nd,0.11886,0.0,na,0.1189,,,,,
JVASP-103951,HfH6C5O4,-0.78678,1.818,na,0.3348,,,,,
JVASP-104869,PmSmRu2,-0.20673,0.0,na,0.0,,,,,
JVASP-14738,ScPt3,-1.08458,0.0,0.0,0.0146,,,,,
JVASP-104601,NaCa3,0.06133,0.0,na,0.077,,,,,
JVASP-105459,Li2VCrS4,-1.17173,0.0,na,0.0,,,,,
JVASP-19901,ThP,-1.62394,0.0,0.0,0.0,,,,,
JVASP-104761,AlSiCN,-0.91115,3.551,4.406,0.0357,,,,,
JVASP-52226,KIO2F2,-1.56564,3.364,na,0.0,,,,,
JVASP-107355,CeUO4,-3.71573,0.0,na,0.0118,,,,,
JVASP-104654,ErBiPd,-0.93467,0.0,0.0,0.0,,,,,
JVASP-105143,Ce3Hf,0.05117,0.0,na,0.0512,,,,,
JVASP-43162,Li2VCo3O8,-1.78279,0.294,na,0.0131,,,,,
JVASP-102003,H14C9O3,-0.3166,3.652,na,0.1101,,,,,
JVASP-106755,PrYNi4,-0.41819,0.0,0.0,0.0185,,,,,
JVASP-106420,K2NaMoCl6,-1.59102,1.34,na,0.0318,,,,,
JVASP-47641,Na2Sn2O3,-1.55128,0.507,na,0.0819,,,,,
JVASP-105537,Ce2ZrO6,-3.67424,1.712,na,0.0172,,,,,
JVASP-15294,Ce2SO2,-3.25755,0.0,0.0,0.0,,,,,
JVASP-18531,Nd3B2N4,-1.46973,0.0,na,0.0,,,,,
JVASP-105103,LiO,-1.25528,0.0,0.0,0.3701,,,,,
JVASP-51119,KTaPt,1.00233,0.0,na,1.3844,,,,,
JVASP-106704,Tl2Co3NiSe4,-0.24069,0.0,na,0.048,,,,,
JVASP-107149,Ce2CuN2O2,-2.04921,0.0,na,0.0203,,,,,
JVASP-18488,AgTe3,-0.00498,0.0,na,0.0076,,,,,
JVASP-18935,ZrW2,-0.15438,0.0,na,0.2168,,,,,
JVASP-107580,CaRuN2,-0.4724,0.0,na,0.064,,,,,
JVASP-107647,Yb3Ca,0.01145,0.0,na,0.0156,,,,,
JVASP-15978,CaAg2Ge2,-0.31628,0.0,na,0.0178,,,,,
JVASP-105312,Ce3SnN,-1.08386,0.0,na,0.0,,,,,
JVASP-101964,CdH18C11O4,-0.35032,3.89,na,0.0798,,,,,
JVASP-107419,Rb2NaAsCl6,-1.5447,3.113,na,0.0,,,,,
JVASP-51165,TeRuSe,0.99922,0.0,0.0,1.3556,,,,,
JVASP-51204,VOsCl,0.71951,0.0,na,1.4085,,,,,
JVASP-107305,Nb2CuS4,-1.01438,0.0,na,0.0,,,,,
JVASP-15773,Sc2Sb,-0.80312,0.0,0.0,0.0,,,,,
JVASP-19852,RuO2,-1.23284,0.0,na,0.0101,,,,,
JVASP-106803,HoUTe4,-0.98742,0.0,na,0.0,,,,,
JVASP-18854,UGa3Ni,-0.17742,0.0,na,0.1311,,,,,
JVASP-106522,FeRe3,-0.02473,0.0,na,0.0,,,,,
JVASP-15174,ThNi2Ge2,-0.7033,0.0,na,0.0,,,,,
JVASP-15248,Zn2CuAu,-0.13259,0.0,na,0.007,,,,,
JVASP-106980,Tb2InHg,-0.44259,0.0,na,0.0016,,,,,
JVASP-105372,TiAl3,-0.24704,0.0,0.0,0.1514,,,,,
JVASP-104828,V2ZnO6,-2.27595,2.165,2.506,0.0009,,,,,
JVASP-102535,MnV2Ru,-0.24985,0.0,na,0.0088,,,,,
JVASP-105249,ScNi3,-0.45985,0.0,na,0.0,,,,,
JVASP-16917,CrO3,-0.9041,0.0,na,0.8015,,,,,
JVASP-104603,Nb2ReRu,-0.23074,0.0,na,0.0003,,,,,
JVASP-19083,BaY2O4,-3.57585,3.324,na,0.0,,,,,
JVASP-4152,NdO2,-3.07087,3.604,4.797,0.0,,,,,
JVASP-107083,ScSe2,-1.36765,0.0,0.0,0.1039,,,,,
JVASP-18643,Ca3Pb,-0.45302,0.0,0.0,0.0287,,,,,
JVASP-107466,NaCd3,-0.12657,0.0,0.0,0.0,,,,,
JVASP-106930,Li5FeS4,-1.11227,0.0,0.0,0.1825,,,,,
JVASP-15421,ZrSiSe,-1.09399,0.0,na,0.0,,,,,
JVASP-107255,Mn3AuN,-0.08165,0.0,na,0.1352,,,,,
JVASP-106867,TaSeN,-0.82961,0.0,0.168,0.1607,,,,,
JVASP-106487,Ag3As,0.09851,0.0,0.0,0.0985,,,,,
JVASP-104980,HfCrCuS4,-0.91206,0.0,na,0.1869,,,,,
JVASP-18761,Ni4W,-0.12166,0.0,0.0,0.0,,,,,
JVASP-105106,BiSe,-0.2107,0.0,na,0.1305,,,,,
JVASP-29312,Pb3SeO5,-1.18804,2.636,na,0.0,,,,,
JVASP-2208,BaZrN2,-1.49922,1.092,na,0.0,,,,,
JVASP-106423,K2AgMoBr6,-1.00096,0.519,na,0.0461,,,,,
JVASP-107024,TiVO3,-2.8223,0.0,na,0.0,,,,,
JVASP-104709,Nb6SiGe,-0.27637,0.0,na,0.069,,,,,
JVASP-49350,Ca6MnN5,-1.07291,0.82,na,0.0,,,,,
JVASP-28457,Te2Mo,-0.20266,1.133,1.18,0.038,,,,,
JVASP-104656,Zr6NiSb2,-0.59072,0.0,na,0.0,,,,,
JVASP-1573,RbNdO2,-2.81124,3.449,5.043,0.0,,,,,
JVASP-103890,TiH24C13O4,-0.33264,2.429,na,0.1689,,,,,
JVASP-49112,MnBO3,-2.14587,0.0,na,0.0065,,,,,
JVASP-104870,PmTmTl2,-0.35905,0.0,0.0,0.0,,,,,
JVASP-107356,CeCoSi2Rh,-0.85767,0.0,na,0.0,,,,,
JVASP-1254,PtS,-0.4428,0.435,na,0.0,,,,,
JVASP-105314,Tm6FeBi2,-0.45208,0.0,na,0.0,,,,,
JVASP-14692,ZrAl3,-0.49443,0.0,0.0,0.0,,,,,
JVASP-50211,Ca2CeO4,-3.40825,2.353,na,0.0415,,,,,
JVASP-15691,SrSi,-0.21644,0.0,na,0.3183,,,,,
JVASP-103826,H4C8SO2,-0.10993,1.627,na,0.2912,,,,,
JVASP-15523,Zr2SbP,-1.17198,0.0,0.0,0.0,,,,,
JVASP-104929,Sr2AlIn3,-0.48393,0.0,0.0,0.0,,,,,
JVASP-102796,CaFe2BiO6,-1.79301,0.0,na,0.0422,,,,,
JVASP-16012,ZrCuF6,-2.99798,0.0,0.0,0.0147,,,,,
JVASP-50836,Tm2Sb2O7,-2.5437,1.801,na,0.1009,,,,,
JVASP-105250,SmHf,0.2139,0.0,na,0.2139,,,,,
JVASP-105460,LaTi2O6,-3.13091,0.0,na,0.1474,,,,,
JVASP-15632,U2SN2,-1.76025,0.0,0.0,0.0,,,,,
JVASP-28395,YFe2Bi2Se2O4,-1.4957,0.0,0.0,0.0595,,,,,
JVASP-107522,SrCdGa,-0.49233,0.0,0.0,0.0,,,,,
JVASP-107581,Sr2RuN2,-0.68293,0.0,na,0.0,,,,,
JVASP-107421,Rb2YTlCl6,-1.98473,3.793,na,0.007,,,,,
JVASP-107150,La2CuN2F2,-2.21927,0.0,na,0.0663,,,,,
JVASP-104165,H5C5SNO,-0.0342,2.633,na,0.2913,,,,,
JVASP-106804,Ho3Er3MnBi2,-0.41311,0.0,na,0.0165,,,,,
JVASP-18855,Np3Al,0.04224,0.0,0.0,0.3423,,,,,
JVASP-58095,YCoO3,-2.3811,0.0,na,0.1746,,,,,
JVASP-15123,NdMn2Si2,-0.50861,0.0,0.0,0.0,,,,,
JVASP-18808,YAlSi,-0.64328,0.0,0.0,0.0,,,,,
JVASP-105373,Ti2CuNi,-0.22478,0.0,na,0.0662,,,,,
JVASP-106628,Zn3Au,-0.14882,0.0,0.0,0.0,,,,,
JVASP-106424,K2AlAgBr6,-1.2596,1.14,na,0.0815,,,,,
JVASP-102682,Sr2CoRuO6,-2.01066,0.0,na,0.0,,,,,
JVASP-15475,YCo2Ge2,-0.62763,0.0,0.0,0.0,,,,,
JVASP-104829,VCu3HgSe4,-0.23823,0.688,na,0.1768,,,,,
JVASP-104657,Sm3SnN,-1.09177,0.0,na,0.0,,,,,
JVASP-15589,ThSi2Pd2,-0.88401,0.0,0.0,0.0,,,,,
JVASP-107257,U2GaCo2,-0.35327,0.0,na,0.0,,,,,
