formula,Tc,tc_source,dataset,pressure_gpa,lambda,wlog,debye_temp,dos_ef
BeLiPdPt,0.0,dft,jarvis_alex,,0.1610781639498243,231.8977774693208,369.656982421875,2.3317707
HfNi4Sc,0.303,dft,jarvis_alex,,0.3505019219491653,166.2778321833631,376.6240539550781,4.293485
RhTi5,14.584,dft,jarvis_alex,,1.1285437975739123,162.832726250555,404.4544982910156,7.650209
BeHf2Re,0.894,dft,jarvis_alex,,0.4004100740533162,208.0250384541291,296.9241027832031,2.5912445
B2Tc4,11.052,dft,jarvis_alex,,0.7612704316924724,250.4312680608562,609.1689453125,3.9971216
Cu2Nb,0.089,dft,jarvis_alex,,0.2946882272847397,218.58645972224664,350.9317932128906,1.3938357
Hf4N3,5.664,dft,jarvis_alex,,0.61401220526915,223.22976470054792,380.9955139160156,3.5939438
Al3Os2Ru,0.564,dft,jarvis_alex,,0.3780480646452733,185.71588271452327,435.815673828125,5.9143653
Rh2ScY,0.0,dft,jarvis_alex,,0.1342289685011358,180.33140906924064,301.0194396972656,1.9516708
AlMo2V3,1.934,dft,jarvis_alex,,0.4481451450455257,250.87839985165297,490.9636535644531,4.3971615
MgRh2Zr,0.0,dft,jarvis_alex,,0.0952554465130723,211.53563922766924,371.9775085449219,0.8337063
GaMgPdRh,0.0,dft,jarvis_alex,,0.1993852255422459,175.67028795158845,360.9683227539063,1.9499552
NiPd2Ti,0.0,dft,jarvis_alex,,0.107171967481612,231.9635374203808,392.2531127929688,1.145266
Ca3NPd,0.0,dft,jarvis_alex,,0.1794755993584031,166.62690018522517,329.4917907714844,2.961487
CrMoReTi,0.012,dft,jarvis_alex,,0.2466412836968556,282.8526681910799,403.0398864746094,2.7663255
Cl3CsPd,3.177,dft,jarvis_alex,,0.5539101133647922,175.10937698669872,212.25721740722656,1.2163444
Ni4P3Rb,0.123,dft,jarvis_alex,,0.3064432108993392,204.7280032671086,339.2497863769531,6.1113486
ReV2,0.017,dft,jarvis_alex,,0.2504427015055526,304.892237932537,383.0019836425781,1.994098
N3Sc4,0.005,dft,jarvis_alex,,0.2275537725025558,489.4468457122409,753.7245483398438,2.7639148
MnRhTi2,0.0,dft,jarvis_alex,,0.2077919306145633,296.0585299771396,391.8126525878906,1.5710064
Be2Ca2Si2,0.014,dft,jarvis_alex,,0.2461377091852813,333.3086178348842,581.199462890625,2.4543233
In2Pd2Ti2,3.259,dft,jarvis_alex,,0.6806362608174317,96.50159091714742,315.8684387207031,3.407425
ReV2,0.0,dft,jarvis_alex,,0.2010413761671809,326.50650088868014,417.70025634765625,1.6875017
Al3Ni2Ti,0.022,dft,jarvis_alex,,0.2579456302227539,268.6234456555609,544.3323364257812,2.5953398
CaNi3Si2,3.125,dft,jarvis_alex,,0.5949790399989205,135.60075955064158,444.8388366699219,3.6639545
Ni2Si2Y2,3.994,dft,jarvis_alex,,0.5775698938092464,191.06325877774933,430.4115295410156,5.9697785
SnTaTc2,0.0,dft,jarvis_alex,,0.1891334486030862,217.6374407656033,275.1336669921875,3.1560588
FeHf2Re,0.004,dft,jarvis_alex,,0.234990377857328,207.4167746966738,306.3238220214844,3.4593022
Si4Tc4,2.332,dft,jarvis_alex,,0.4656674179295274,253.47402455234348,486.8600769042969,5.430343
Sn2Ti6,12.065,dft,jarvis_alex,,1.0304443186179042,154.06475342759006,342.3863830566406,14.899496
Al2NiV,0.116,dft,jarvis_alex,,0.298562578595777,249.3240495514448,545.7726440429688,2.6093624
HfP4Zr3,14.01,dft,jarvis_alex,,1.462973225330272,110.06575267025416,432.7676086425781,1.9486649
B2CaRu2,0.63,dft,jarvis_alex,,0.3723439587438511,228.4440989154132,507.0583801269531,2.940562
Be4LiPd,1.292,dft,jarvis_alex,,0.3719469144672068,471.93010630372,732.3287353515625,1.9161068
C3NZr4,0.843,dft,jarvis_alex,,0.3517242210854334,451.82088124643656,632.4890747070312,2.278115
HfMoTcW,0.046,dft,jarvis_alex,,0.2762184650482575,228.0267103514201,343.8914794921875,3.2056677
GaTlZr6,4.202,dft,jarvis_alex,,0.6173811350759308,163.98308415049277,308.3213195800781,5.724192
Al4Mn2Si2,0.246,dft,jarvis_alex,,0.315063677843525,318.43076096313865,592.5308227539062,3.5751212
CuGaNiSc,3.709,dft,jarvis_alex,,0.7093551787196803,98.98855186543368,321.4668884277344,3.1761363
Al4Fe2Ni2,0.0,dft,jarvis_alex,,0.1547417889977536,298.1580848781184,580.4443359375,5.76159
InRu2Zr,0.004,dft,jarvis_alex,,0.2357416586416227,192.35108673241,385.7377014160156,2.9701607
GaNbPt,0.138,dft,jarvis_alex,,0.320028817513728,156.0803936897418,291.6204833984375,1.3203309
NSnY3,1.61,dft,jarvis_alex,,0.4581335436537789,187.9668937718109,370.9278259277344,2.9216084
InLi2Y,0.0,dft,jarvis_alex,,0.1933926357962384,163.13870645200325,351.6116027832031,0.50998557
Al2N2Ti4,0.011,dft,jarvis_alex,,0.2393683243788339,416.0861695558596,711.5696411132812,4.3349996
LiNiOsSi,0.0,dft,jarvis_alex,,0.1851423076580492,236.7612457085615,419.9288024902344,2.2985454
P4Sc2Zr2,0.155,dft,jarvis_alex,,0.3034339960025576,284.76038293533844,513.4302978515625,3.5830905
BeMn2,0.284,dft,jarvis_alex,,0.3152991329553081,366.0580597775472,632.999755859375,1.5242693
Ni2Ti4,12.664,dft,jarvis_alex,,1.0738915913842413,151.37700765789634,392.93267822265625,7.638618
C3HV4,0.019,dft,jarvis_alex,,0.2446336457749384,486.3940121113355,776.7566528320312,3.3177524
Mn2RuV3,2.15,dft,jarvis_alex,,0.4409202580497087,301.8970788371624,524.958251953125,3.5922086
Mg2ScY,0.134,dft,jarvis_alex,,0.3166631274628181,166.04629411846793,331.42755126953125,5.404291
Ca3OTl,0.01,dft,jarvis_alex,,0.2514364880380427,172.17318557075657,274.6291809082031,3.9484673
Ru5W,1.71,dft,jarvis_alex,,0.4335616077212643,260.9507863760633,482.4469909667969,6.2906456
CoHRh2Ti,0.007,dft,jarvis_alex,,0.2381503295982357,288.18067747558854,475.319580078125,1.6128365
Ti2,8.656,dft,jarvis_alex,,0.7523482842326956,201.94674044442937,329.1432800292969,1.8313624
Ru2SiZn,0.949,dft,jarvis_alex,,0.4016741910512111,217.41464098632852,449.1484069824219,3.2380576
AlTi2Zr,3.987,dft,jarvis_alex,,0.554961341245648,218.33280212561613,447.06298828125,4.5078506
GaInLiRh,2.857,dft,jarvis_alex,,0.6203637822549345,109.33620608981836,295.8368835449219,1.8340011
NPbY2,0.039,dft,jarvis_alex,,0.2771832024047043,184.81833535801803,308.9684143066406,1.0606008
NbPtTaTi,0.128,dft,jarvis_alex,,0.3069890182959959,210.5625671186879,320.4145812988281,1.6004124
Hf2InTi,1.256,dft,jarvis_alex,,0.4447890472009915,168.83251098336507,278.3499755859375,3.2712526
AgAl3Y,0.001,dft,jarvis_alex,,0.2226715173339214,188.31110033073745,303.3735656738281,1.382981
In2ScZr,0.053,dft,jarvis_alex,,0.2862645373985867,176.43920340924512,300.7641906738281,3.9697938
BInTi3,0.105,dft,jarvis_alex,,0.2965632923811389,241.04288811621032,532.312255859375,4.1684613
Al2AuFe,0.269,dft,jarvis_alex,,0.3586703095253916,125.12785375667384,400.4811096191406,1.6049787
Rh4Ru2,1.229,dft,jarvis_alex,,0.407833060320442,258.9170256289774,452.2359313964844,5.319624
N2Sc4Tl2,0.037,dft,jarvis_alex,,0.2714205970245124,225.52470572295948,328.13916015625,5.289201
Ca3HgN,0.16,dft,jarvis_alex,,0.3222848175391915,169.55771445805485,281.5765075683594,2.6861737
GeRh2Zn,0.224,dft,jarvis_alex,,0.3387229929585709,158.96902953773574,348.3075256347656,1.5539113
OsTc5,10.319,dft,jarvis_alex,,0.77325274072181,227.3841435169748,488.9268493652344,6.2493186
AlV2Zn,0.027,dft,jarvis_alex,,0.2592288600095592,302.6867238754843,455.3411560058594,2.4663045
MoNb2Ta,4.258,dft,jarvis_alex,,0.5876620864450982,192.9589280767814,300.6477966308594,4.830905
HHgZr3,1.141,dft,jarvis_alex,,0.4207093447730822,202.3421038800023,329.9075012207031,2.0926776
CoHRu2W,0.123,dft,jarvis_alex,,0.2989215019390538,260.8178263308001,461.5127258300781,1.8284261
CaCdOY2,0.996,dft,jarvis_alex,,0.4726557423806523,101.02886762697268,336.1199035644531,4.8624744
MoW3,0.384,dft,jarvis_alex,,0.3451073770841651,236.85478457586024,374.4128723144531,2.1703825
Al2PtRu,0.0,dft,jarvis_alex,,0.1448158307500987,228.37901084901932,417.2608947753906,1.150617
Al2InLu,0.066,dft,jarvis_alex,,0.2887306010496347,200.55955928641572,321.2715759277344,1.1950384
LiRh2W,3.768,dft,jarvis_alex,,0.6277132202648048,139.5853412680464,349.3529968261719,3.753773
HHfSnTi2,8.264,dft,jarvis_alex,,0.8851045658506475,136.55987943333338,327.76129150390625,4.7627835
AlLi3,4.315,dft,jarvis_alex,,0.5922275736864149,190.2531388154997,564.578369140625,2.1826506
AlAuTi2,1.644,dft,jarvis_alex,,0.4510158752146189,206.7107797946378,344.2030334472656,5.1097302
CuTc2Ti3,2.018,dft,jarvis_alex,,0.4663792733137857,217.78916298250977,381.0315551757813,4.4108124
HPbRh3,0.083,dft,jarvis_alex,,0.2932463071209946,213.2003115756835,299.5743713378906,2.5330935
AlOs2Ti,0.316,dft,jarvis_alex,,0.3404010153715796,215.8052329488102,385.2203674316406,2.6179998
AlPdRhSc,0.241,dft,jarvis_alex,,0.3511911504483715,130.1825973761287,384.1958312988281,2.5935185
NbRu2Zn,0.506,dft,jarvis_alex,,0.3650261828825257,209.40720191844625,375.9417114257813,3.6511407
Cu4HfRh,0.017,dft,jarvis_alex,,0.2602778557783798,174.94418846908505,289.7358703613281,3.6283813
CaHg2In,1.323,dft,jarvis_alex,,0.5380749238834074,80.5051594473504,167.48153686523438,2.7130852
MoNi5,0.013,dft,jarvis_alex,,0.2496047356720875,249.96207931730223,463.0791320800781,6.85209
Rh3Zr,0.483,dft,jarvis_alex,,0.3603257157734967,218.75214050725523,418.5844421386719,4.399956
LiPd2V,3.191,dft,jarvis_alex,,0.5542066125660413,175.10097690959648,347.8760681152344,3.9392827
NPdTi2,0.754,dft,jarvis_alex,,0.3725767529703,272.054101825675,543.7550048828125,2.8896608
BeRuTc,0.172,dft,jarvis_alex,,0.305587041184917,294.4936687423547,542.5953369140625,1.3733273
GaRh7,0.88,dft,jarvis_alex,,0.3913214806197097,234.78653007755435,414.7852478027344,7.4601855
AlRu2Si,0.063,dft,jarvis_alex,,0.2811555762674259,258.00223835858424,516.4554443359375,2.8341079
CoHfScTc,0.001,dft,jarvis_alex,,0.2172074145221068,226.6117913465564,360.8973083496094,4.826079
CuHMg2Rh,0.761,dft,jarvis_alex,,0.399111470943767,180.4039420008069,348.2247314453125,0.51085025
ReTa3,0.8,dft,jarvis_alex,,0.4017856079425648,183.0730442579581,305.3337097167969,3.8867242
PtTcTi2,1.717,dft,jarvis_alex,,0.5002472813448025,137.50409441118194,350.0899658203125,3.0928442
Mg2Ti2,0.315,dft,jarvis_alex,,0.335903315954308,238.9679809570322,393.2080993652344,6.992354
LiMgPdZn,0.104,dft,jarvis_alex,,0.3079771981495388,165.41983677638257,278.363037109375,0.96368045
Nb4W3,0.959,dft,jarvis_alex,,0.4077440631435119,201.7944376951327,312.7798156738281,5.830393
Hf2NSn,1.413,dft,jarvis_alex,,0.4273775383521194,230.9229596209912,300.9257507324219,2.5528347
Ga2NiRu,0.291,dft,jarvis_alex,,0.3483945904022185,166.97345364617013,376.2455749511719,1.1670882
LiRh2Ti,0.003,dft,jarvis_alex,,0.2304132291800324,228.4061660174733,406.8795166015625,2.6943035
GaMoTi2,0.759,dft,jarvis_alex,,0.3768175087649357,255.47380914065292,393.9432678222656,2.878382
Li2Mg2,0.102,dft,jarvis_alex,,0.2969035770246988,230.9203511373779,351.8444519042969,2.0303493
MgTiZn2,0.167,dft,jarvis_alex,,0.3195978469149205,190.5613352031704,339.4750061035156,2.2729635
Cu2LaNaP2,0.0,dft,jarvis_alex,,0.1802228576522144,224.85115546544264,352.1853332519531,0.55956674
CdLa2OY,1.449,dft,jarvis_alex,,0.5071708881557592,109.87067730872496,273.4801025390625,4.0588384
Co2MoZn,0.43,dft,jarvis_alex,,0.3546367533889393,217.256481080098,456.67578125,3.2613723
GaRu2Zr,0.27,dft,jarvis_alex,,0.3358985317136375,205.0109315348309,388.4671325683594,3.7325044
Ni2VZn,0.109,dft,jarvis_alex,,0.2937014346043364,277.34891505211783,437.8120727539063,2.208892
Al4NbSc,0.0,dft,jarvis_alex,,0.1448700101226298,278.5197443930127,589.4898071289062,0.9723328
Ni2RhRu,0.061,dft,jarvis_alex,,0.2789775630257143,270.8675157341446,443.3798522949219,4.560254
Sc2Si2Ti2,0.5,dft,jarvis_alex,,0.349947707668314,277.91590264911525,529.6695556640625,4.6763344
Pt2Ru,5.6,dft,jarvis_alex,,0.7948018155449623,115.27889854275436,333.3638000488281,4.12989
RuScTcW,0.0,dft,jarvis_alex,,0.1516468411579153,249.3374001373521,393.8575744628906,1.4947046
Co2RuTi3,6.158,dft,jarvis_alex,,0.6996465471798375,170.81458411614773,456.7125549316406,5.1158004
NbRh,6.35,dft,jarvis_alex,,0.7071558703302057,171.69051297829557,378.42041015625,1.8902308
Co2Lu2P2,4.271,dft,jarvis_alex,,0.6015630378808631,179.52540288909734,349.989013671875,4.71901
Zn3Zr4,4.99,dft,jarvis_alex,,0.6408669843018229,175.03575063650783,347.2505187988281,7.206777
NTlY3,0.0,dft,jarvis_alex,,0.2005220377103718,237.02666133228703,325.26141357421875,2.4198995
Mg2N4Ta2,16.506,dft,jarvis_alex,,1.1449877096996162,178.0121577969481,597.8568115234375,2.4025855
PtRuW2,0.819,dft,jarvis_alex,,0.3973038332122925,199.9268602762941,379.4751586914063,1.960101
N3OY4,0.152,dft,jarvis_alex,,0.2901606480405146,439.0631803842032,519.9879150390625,2.0743895
GaOsSc2,0.006,dft,jarvis_alex,,0.2395290151666059,208.92655388546248,328.104736328125,1.8819495
BPdRh2Y,0.0,dft,jarvis_alex,,0.0858059471231883,194.3312709125403,366.1652526855469,0.505759
Cr4NbZr,0.842,dft,jarvis_alex,,0.376375386347094,285.4131359350204,382.91888427734375,3.509289
Pt2ZnZr,0.028,dft,jarvis_alex,,0.274786619009572,149.8090896046172,283.95379638671875,0.59185255
AlCuHRh2,1.013,dft,jarvis_alex,,0.4186856262324381,184.239270737012,406.2232360839844,3.2538602
AlHNi2Pd,0.0,dft,jarvis_alex,,0.1053993898480331,250.92876324100183,400.9654541015625,0.9357515
Re2TaTi,0.005,dft,jarvis_alex,,0.2362810023431494,238.9676493646452,331.1196594238281,2.3033993
HfTc3V2,0.351,dft,jarvis_alex,,0.3364860757975118,262.2838716461199,408.7532653808594,3.741826
Mo2Sc2,0.293,dft,jarvis_alex,,0.3334262871110599,235.8325325129816,374.2438659667969,2.9591699
InNSc3,0.0,dft,jarvis_alex,,0.1435382363394228,348.248826249479,502.0635681152344,2.9046423
CInScY2,0.0,dft,jarvis_alex,,0.188537470533195,207.08360540797125,397.24896240234375,0.97694784
C2NbZr,6.372,dft,jarvis_alex,,0.5283422223376363,414.21166271003,694.9774169921875,0.98594385
TcZnZr2,0.631,dft,jarvis_alex,,0.3837403757476529,189.4127582704078,289.04412841796875,2.803432
AlTaTi2,6.465,dft,jarvis_alex,,0.7113114020577451,171.8918432043336,378.4031066894531,5.1733456
BeNi2Ti,2.742,dft,jarvis_alex,,0.5134795532813043,198.5597707588071,497.33148193359375,2.0454621
Al6Li2,1.904,dft,jarvis_alex,,0.4309373330480929,299.1326943530222,572.7412109375,2.0086586
NbNi2Rh,0.0,dft,jarvis_alex,,0.178512048924929,250.26721067431484,452.3332214355469,1.0354166
AlTi2W,0.332,dft,jarvis_alex,,0.3401072910851606,228.03806493175523,342.305908203125,2.3104985
CdMoTi2,3.329,dft,jarvis_alex,,0.5365143229269627,205.0061493984493,360.6753234863281,4.083492
PdRuSc2,0.0,dft,jarvis_alex,,0.1362196700899833,222.0802891046873,358.9328308105469,1.2097516
HfNbZn2,0.807,dft,jarvis_alex,,0.4125330748450301,159.28400556830448,325.12774658203125,2.2722878
Rh2RuW,0.445,dft,jarvis_alex,,0.3515474616923356,239.7678706460091,448.1185302734375,2.2026894
AgAuZn2,0.293,dft,jarvis_alex,,0.3726361872569137,105.63709473648396,196.9254608154297,1.0529007
LaNiP2,1.884,dft,jarvis_alex,,0.4527264721393795,232.8898787500713,400.2236633300781,2.4142256
Hf2N,1.848,dft,jarvis_alex,,0.4612022059480469,209.2193282990618,350.1337585449219,2.2590785
Al3Ru2,0.0,dft,jarvis_alex,,0.2075869491400528,275.8924090919149,528.79345703125,1.4683728
GeTc2W,9.117,dft,jarvis_alex,,0.8836107005493314,152.17645623247247,383.3561706542969,2.284257
CaInLa2N,0.334,dft,jarvis_alex,,0.3668343666866099,133.46974026022687,298.6691589355469,2.1837933
GaRu2V,0.125,dft,jarvis_alex,,0.3000672335647225,254.9383116130833,437.8338928222656,1.6090896
Hf2OsTc,0.006,dft,jarvis_alex,,0.2409374811896185,216.859298977606,319.7840576171875,2.5904055
Al2Ni2Ti2,10.01,dft,jarvis_alex,,0.9427738888578392,148.2669973315987,490.48333740234375,4.650699
Ni2Tc,0.001,dft,jarvis_alex,,0.215720564986559,257.9421239161588,446.25341796875,1.480519
Nb2OsTc,9.158,dft,jarvis_alex,,0.793498349407155,190.56284102619009,388.4135437011719,2.8408098
HLa2P,0.029,dft,jarvis_alex,,0.2738975570898249,159.76181355604191,333.3013610839844,1.7328672
LuRu2Sn,0.278,dft,jarvis_alex,,0.3470517508366682,164.35279437205867,310.56591796875,4.510381
MoPtRh2,4.24,dft,jarvis_alex,,0.5666361057222827,216.79463465374212,395.1292419433594,4.108456
ReZnZr2,0.996,dft,jarvis_alex,,0.4199140079375041,178.85165583525406,299.32666015625,2.3045325
MgSc3Zr2,4.042,dft,jarvis_alex,,0.5971235499605907,174.41809465564148,312.8917541503906,7.1704264
RuTi2,0.899,dft,jarvis_alex,,0.3791885950148022,290.8006336232924,483.4266662597656,3.419575
CuRuZr2,2.713,dft,jarvis_alex,,0.5975694758490538,116.26063809508923,322.9812316894531,2.960474
MgPd2Zn,0.0,dft,jarvis_alex,,0.1355579594129383,179.40314905899376,312.6908264160156,0.98780656
NbScTc2,1.272,dft,jarvis_alex,,0.417694512262485,235.1475941007404,396.9461975097656,3.6829953
O4Os2,4.362,dft,jarvis_alex,,0.4684582460462806,460.9658216296775,446.6664123535156,4.4692726
P4Zr4,0.001,dft,jarvis_alex,,0.2177548326476907,279.87748960428326,490.8540954589844,3.6491647
P2SrZr,0.001,dft,jarvis_alex,,0.2145021987839886,267.72392040635566,389.7795715332031,0.6106564
AlZn,1.545,dft,jarvis_alex,,0.4519968451811635,192.19954111694256,396.6902770996094,0.7305253
ScZnZr,1.78,dft,jarvis_alex,,0.4785188329408078,171.74890747475615,339.6103210449219,2.692571
AlNbOsTc,0.085,dft,jarvis_alex,,0.2921777879953047,228.4403042766466,433.1224670410156,2.111748
InLiRhZr,1.762,dft,jarvis_alex,,0.4765388081221831,172.84231718789843,315.3440856933594,5.5188904
Cu2GaZn,0.02,dft,jarvis_alex,,0.2626562013440796,184.3582771585716,327.94219970703125,1.5275298
MoRuV2,0.819,dft,jarvis_alex,,0.371984010026424,299.34271674907416,474.3062438964844,1.4190897
LiOsSc2,0.098,dft,jarvis_alex,,0.2992793158682473,206.21087966499687,304.7996520996094,3.3949606
OsRu3,2.251,dft,jarvis_alex,,0.4597697071967069,259.63482680100685,518.4592895507812,2.9020233
BeMnTi2,1.587,dft,jarvis_alex,,0.4222992577901953,276.4921556888992,523.77685546875,2.0629625
AlNbZn2,0.0,dft,jarvis_alex,,0.1413647260694578,270.2801227274168,424.1067810058594,0.9512573
GaLiNi2,0.0,dft,jarvis_alex,,0.1559585994982407,209.57546060488107,377.5184631347656,1.3708003
P2SrTcV,5.602,dft,jarvis_alex,,0.664589909270712,176.94185825378565,385.3265686035156,3.4724624
BInRh2,3.28,dft,jarvis_alex,,0.5957538767931624,141.80616337422975,437.27447509765625,1.7017592
BeGaRh2,0.0,dft,jarvis_alex,,0.125792558302271,250.68865535187203,464.2082214355469,1.1530228
Al2,2.206,dft,jarvis_alex,,0.4510215472338558,277.50068464922515,526.73046875,0.9002037
AlRhTiZn,0.003,dft,jarvis_alex,,0.2343314632624948,182.0162584032223,372.7249450683594,1.2471874
HfTc3Ti2,2.151,dft,jarvis_alex,,0.4651296068375082,235.16347863253853,372.3775329589844,5.9405246
LuRuSi3,2.906,dft,jarvis_alex,,0.5075962872355966,219.9817424308223,407.7239685058594,2.0931144
GaLiPdRh,0.0,dft,jarvis_alex,,0.1113131944377244,212.7168524120273,349.5015563964844,1.1825808
Be3Ni5,0.0,dft,jarvis_alex,,0.1633677180751149,311.30823086633364,530.4600830078125,2.7265732
C2LuNb,0.064,dft,jarvis_alex,,0.273546305681306,358.2364656143709,545.4903564453125,0.7515243
CScTi2Tl,0.22,dft,jarvis_alex,,0.328303358777939,199.8583159444308,444.8804626464844,4.032952
BeCuPt2,0.0,dft,jarvis_alex,,0.2109202472158822,164.27869861545395,333.92144775390625,1.276145
B4HfTi,0.0,dft,jarvis_alex,,0.0979227609671604,569.5263910528615,857.3472900390625,0.7001793
Cr2VW,0.009,dft,jarvis_alex,,0.2409629664664605,315.3123003034847,450.2281494140625,2.01964
AlCaLiZn,0.004,dft,jarvis_alex,,0.2352335487777878,215.8806407937433,335.7403869628906,1.2287365
NTi,8.979,dft,jarvis_alex,,0.5813767629942548,420.5511564924157,890.0111694335938,1.1357993
GaH2Y2,0.232,dft,jarvis_alex,,0.3304323704793842,199.9937592140274,394.9840087890625,1.6852267
Be4Zr,4.943,dft,jarvis_alex,,0.5739440817363675,240.5283821708801,756.252685546875,1.7638607
HLa4,8.013,dft,jarvis_alex,,1.0634050468140552,96.9881113511679,206.2728729248047,5.288407
H2Nb2Os,13.543,dft,jarvis_alex,,1.0907901598630407,156.96926486846485,456.581298828125,4.420957
Mn2MoTi,0.05,dft,jarvis_alex,,0.2718465441313057,304.2258713705455,482.0914001464844,1.6691308
AlBeNi2,0.001,dft,jarvis_alex,,0.2173978764940481,299.7104240207701,511.1299743652344,1.7387302
CPdTi2,2.918,dft,jarvis_alex,,0.5154523639409482,207.78118339969217,538.9033203125,3.630633
HfN2Y,1.692,dft,jarvis_alex,,0.3999061333113316,396.9560161806109,544.291259765625,1.0436838
LiRh2Ta,0.002,dft,jarvis_alex,,0.2256883571880128,200.4166224533097,315.7182922363281,1.9247608
Al2TaTi,0.554,dft,jarvis_alex,,0.3653771654440508,227.6590795053928,467.2998962402344,3.2017772
Mo2PtRh,4.491,dft,jarvis_alex,,0.5834182517394992,208.70860913871044,401.1271667480469,2.6517072
Sc3Zr,4.477,dft,jarvis_alex,,0.6095166526535662,181.5446097450856,303.0946044921875,6.0507336
Sc2Zr2,4.401,dft,jarvis_alex,,0.6209621550634004,168.81219216457004,301.7521057128906,6.8663487
AlCdSc2,0.011,dft,jarvis_alex,,0.250390817823998,204.26480506003875,342.1543273925781,2.549123
AlY2Zn,0.144,dft,jarvis_alex,,0.3190488796181822,167.33896553119794,319.96881103515625,3.2188008
Pt3W,0.409,dft,jarvis_alex,,0.3645576660876934,170.73630942312403,318.2048034667969,3.306711
HgNbZr2,6.259,dft,jarvis_alex,,0.7374004391591041,152.93937196477188,271.79473876953125,4.2624235
CaH3Ni,0.0,dft,jarvis_alex,,0.1377819172325083,878.4073406591297,505.2203674316406,0.8865029
